id,name,unit,fill_value,display_name,standard_name,parameter_precision,parameter_function_id,parameter_function_map,data_product_identifier,description,data_level,data_product_type
556,amplitude_beam_3,counts,,Beam 3 Amplitude,,0,,,,Amplitude Beam 3 (counts),ENG,Engineering
557,correlation_beam_1,percentage,,Beam 1 Correlation,,0,,,,Correlation Beam 1 (%),ENG,Engineering
558,correlation_beam_2,percentage,,Beam 2 Correlation,,0,,,,Correlation Beam 2 (%),ENG,Engineering
559,correlation_beam_3,percentage,,Beam 3 Correlation,,0,,,,Correlation Beam 3 (%),ENG,Engineering
562,speed_of_sound,m s-1,,Speed of Sound,,1,,,,Speed of Sound (0.1 m/s),AUX,Auxiliary
567,error_code,1,,Error Code,,0,,,,Error Code,ENG,Engineering
568,status_code,1,,Status Code,,0,,,,Status Code,ENG,Engineering
569,analog_input,1,,Analog Input,,0,,,,Analog Input,ENG,Engineering
571,number_velocity_records,1,,Number of Velocity Records,,0,,,,Number of velocity samples to follow.,ENG,Engineering
572,noise_amp_beam1,counts,,Beam 1 Noise Amplitude,,0,,,,Noise Amplitude Beam 1 (counts),ENG,Engineering
573,noise_amp_beam2,counts,,Beam 2 Noise Amplitude,,0,,,,noise amplitude beam 2 (counts),ENG,Engineering
574,noise_amp_beam3,counts,,Beam 3 Noise Amplitude,,0,,,,noise amplitude beam 3 (counts),ENG,Engineering
575,noise_correlation_beam1,1,,Beam 1 Noise Correlation,,0,,,,noise correlation beam 1,ENG,Engineering
576,noise_correlation_beam2,1,,Beam 2 Noise Correlation,,0,,,,noise correlation beam 2,ENG,Engineering
577,noise_correlation_beam3,1,,Beam 3 Noise Correlation,,0,,,,noise correlation beam 3,ENG,Engineering
583,record_length,1,,Record Length,,0,,,,Number of bytes sent in the packet,ENG,Engineering
584,packet_type,1,,Packet Type,,0,,,,Distinguishes ac-s versus Histar data packets,ENG,Engineering
585,meter_type,1,,Meter Type,,0,,,,Meter type; 53 indicates an ac-s,ENG,Engineering
586,a_reference_dark_counts,counts,,Absorption Dark Reference Channel A,,0,,,,A-channel reference dark counts- used for diagnostic purposes.,ENG,Engineering
587,pressure_counts,counts,,Raw Pressure,,0,,,,Raw A/D counts from the pressure sensor,ENG,Engineering
588,a_signal_dark_counts,counts,,Absorption Dark Reference Signal A,,0,,,,A-signal reference dark counts- used for diagnostic purposes.,ENG,Engineering
589,external_temp_raw,counts,,Raw External Temperature,,0,,,,Temperature external to the instrument measured in counts,ENG,Engineering
590,internal_temp_raw,counts,,Internal Instrument Temperature Measurement,,0,,,OPTTEMP,Internal Instrument Temperature of the Absorption Spectrophotometer. These data are used in the calculation of the optical absorption coefficient because changes in instrument internal temperature may alter the absorption properties of the seawater. Units: counts,L0,Science
591,c_reference_dark_counts,counts,,Attenuation Dark Reference Channel C,,0,,,,C-channel reference dark counts- used for diagnostic purposes.,ENG,Engineering
592,c_signal_dark_counts,counts,,Attenuation Dark Reference Signal C,,0,,,,C-signal reference dark counts- used for diagnostic purposes.,ENG,Engineering
593,elapsed_run_time,ms,,Elapsed Run Time,,0,,,,Time is milliseconds since instrument was powered up,ENG,Engineering
594,num_wavelengths,1,,Number of Wavelengths,,0,,,,Number of output wavelengths,ENG,Engineering
595,c_reference_counts,counts,,Reference Beam Attenuation,,0,,,OPTCREF,Array of raw c-channel reference counts- used to compute the Optical Beam Attenuation Coefficient data product,L0,Science
596,a_reference_counts,counts,,Reference Absorption,,0,,,OPTAREF,Array of raw a-channel reference counts- used to compute the Optical Absorption Coefficient data product,L0,Science
597,c_signal_counts,counts,,Signal Beam Attenuation,,0,,,OPTCSIG,Array of raw c-channel signal counts; this is the uncorrected beam attenuation measurement,L0,Science
598,a_signal_counts,counts,,Signal Absorption,,0,,,OPTASIG,Array of raw a-channel signal counts; this is the uncorrected absorption measurement,L0,Science
600,persistor_cf_serial_number,1,,Persistor - CF Card Serial Number,,0,,,,Persistor Compact Flash card serial number,ENG,Engineering
601,persistor_cf_bios_version,1,,Persistor - Bios Version,,0,,,,Persistor CF card installed BIOS version,ENG,Engineering
602,persistor_cf_picodos_version,1,,Persistor - Picodos Version,,0,,,,Persistor CF card installed PicoDOS version,ENG,Engineering
604,tmpsf_cal_coeffs,1,,TMPSF Calibration Coefficient Array,,,,,,Calibration coefficients for TMPSF instrument,ENG,Engineering
605,header_id,1,,Header ID,,0,,,,"Stores the header identification byte (""7F"")",ENG,Engineering
606,data_source_id,1,,Data Source ID,,0,,,,"Stores the data source ID. Always ""7F"" for the Workhorse ADCP",ENG,Engineering
607,num_bytes,1,,Number of Bytes,,0,,,,Number of bytes in current ensemble up to- but not including- the 2 byte checksum.,ENG,Engineering
608,num_data_types,1,,Number of Data Types,,0,,,,Number of data types selected for collection.,ENG,Engineering
609,offset_data_types,1,,Offset Data Types,,0,,,,Internal memory address where the Workhorse ADCP stores the information for a data type. Adding 1 to this number gives the absolute binary byte number in the ensemble where the data type begins.,ENG,Engineering
610,fixed_leader_id,1,,Fixed Leader ID,,0,,,,"Fixed leader ID (""00 00"")",ENG,Engineering
611,firmware_version,1,,Firmware Version,,0,,,,Version number of current CPU firmware,ENG,Engineering
612,firmware_revision,1,,Firmware Revision,,0,,,,Revision number of current CPU firmware,ENG,Engineering
613,sysconfig_frequency,kHz,,Sysconfig Frequency,,0,,,,Workhorse transducer frequency,ENG,Engineering
614,sysconfig_beam_pattern,1,,Sysconfig Beam Pattern,,0,,,,Transducer head beam pattern,ENG,Engineering
615,sysconfig_sensor_config,1,,Sysconfig Sensor Config,,0,,,,Sensor configuration number (1- 2 or 3),ENG,Engineering
616,sysconfig_head_attached,1,,Sysconfig Head Attached,,0,,,,Whether transducer head is attached,ENG,Engineering
617,sysconfig_vertical_orientation,1,,Sysconfig Vertical Orientation,,0,,,,Whether vertical orientation is upward or downward,ENG,Engineering
618,data_flag,1,,Real/Simulated Data Flag,,0,,,,PD (Data Stream Select) Real or Simulated data flag. Always set to real data (0) by default,ENG,Engineering
619,lag_length,sec,,Lag Length,,0,,,,Time between sound pulses.,ENG,Engineering
620,num_beams,1,,Number of Beams,,0,,,,Number of beams used to calculate velocity data.,ENG,Engineering
621,num_cells,1,,Number of Cells,,0,,,,Contains the number of cells over which the ADCP collects data.,ENG,Engineering
622,pings_per_ensemble,1,,Pings Per Ensemble,,0,,,,Contains the number of pings averaged together during a data ensemble.,ENG,Engineering
623,cell_length,cm,,Depth of Cell Length,,0,,,,Contains the depth of one cell length.,AUX,Auxiliary
624,blank_after_transmit,cm,,Blank After Transmit Distance,,0,,,,Contains the blanking distance used by the Workhorse ADCP to allow the transmit circuits time to recover before receive cycle begins.,AUX,Auxiliary
625,signal_processing_mode,1,,Signal Processing Mode,,0,,,,Signal Processing Mode. Always set to 1,ENG,Engineering
626,low_corr_threshold,counts,,Low Correlation Threshold,,0,,,,Contains minimum threshold of correlation that water-profile data can have to be considered good.,ENG,Engineering
627,num_code_repetitions,counts,,Number of Code Repetitions,,0,,,,Number of code repetitions in the transmit pulse.,ENG,Engineering
628,percent_good_min,percent,,Percent Good Minimum,,0,,,,Minimum percentage of water profiling pings in an ensemble that must be good to output velocity data.,ENG,Engineering
629,error_vel_threshold,mm s-1,,Error Velocity Threshold,,0,,,,Threshold value used to flag water-current data as good or bad.,ENG,Engineering
630,time_per_ping_minutes,min,,Time Per Ping,,0,,,,Contains the amount of time between pings in an ensemble measured in minutes.,ENG,Engineering
631,time_per_ping_seconds,sec,,Time Per Ping,,4,,,,Contains the amount of time between pings in an ensemble measured in seconds.,ENG,Engineering
632,coord_transform_type,1,,Coordinate Transform Type,,0,,,,Coordinate Transformation type: 0 = None (Beam)- 1 = Instrument- 2 = Ship- 3 = Earth.,ENG,Engineering
633,coord_transform_tilts,1,,Coordinate Transform Tilts Boolean,,0,,,,Whether tilts used in Earth or Ship coordinated transformations,ENG,Engineering
634,coord_transform_beams,1,,Coord Transform Beams Boolean,,0,,,,Was 3-beam solution used if 1 beam is below correlation threshold.,ENG,Engineering
635,coord_transform_mapping,1,,Coord Transform Mapping,,0,,,,Bin mapping used with tilts and coordinate transformations,ENG,Engineering
636,heading_alignment,cdegrees,,Heading Alignment,,0,,,,Correction factor for physical heading misalignment.,ENG,Engineering
637,heading_bias,cdegrees,,Heading Bias,,0,,,,Correction factor for electrical/magnetic heading bias (e.g. Magnetic declination).,ENG,Engineering
638,sensor_source_speed,1,,Sensor Source Speed,,0,,,,Whether speed of sound was calculated from depth- salinity and temperature.,ENG,Engineering
639,sensor_source_depth,1,,Sensor Source Depth,,0,,,,Uses ED from depth sensor.,ENG,Engineering
640,sensor_source_heading,1,,Sensor Source Heading,,0,,,,Uses EH from transducer heading.,ENG,Engineering
641,sensor_source_pitch,1,,Sensor Source Pitch,,0,,,,Uses EP from transducer pitch sensor.,ENG,Engineering
642,sensor_source_roll,1,,Sensor Source Roll,,0,,,,Uses ER from transducer roll sensor.,ENG,Engineering
643,sensor_source_conductivity,1,,Sensor Source Conductivity,,0,,,,Uses ES (salinity) calculated from external conductivity sensor.,ENG,Engineering
644,sensor_source_temperature,1,,Sensor Source Temperature,,0,,,,Uses ET from transducer temperature sensor.,ENG,Engineering
645,sensor_available_depth,1,,Sensor Available Depth,,0,,,,Indicates if the depth sensor is installed.,ENG,Engineering
646,sensor_available_heading,1,,Sensor Available Heading,,0,,,,Indicates if the heading sensor is installed.,ENG,Engineering
647,sensor_available_pitch,1,,Sensor Available Pitch,,0,,,,Indicates if the pitch sensor is installed.,ENG,Engineering
648,sensor_available_roll,1,,Sensor Available Roll,,0,,,,Indicates if the roll sensor is installed.,ENG,Engineering
649,sensor_available_conductivity,1,,Sensor Available Conductivity,,0,,,,Indicates if the conductivity sensor is installed.,ENG,Engineering
650,sensor_available_temperature,1,,Sensor Available Temperature,,0,,,,Indicates if the temperature sensor is installed.,ENG,Engineering
651,bin_1_distance,cm,,Bin 1 Distance,,0,,,,Distance to middle of first depth cell (bin 1).,AUX,Auxiliary
652,transmit_pulse_length,cm,,Transmit Pulse Length,,0,,,,Length of transmit pulse.,AUX,Auxiliary
653,reference_layer_start,1,,Reference Layer Start,,0,,,,Starting depth cell used for water reference layer,ENG,Engineering
654,reference_layer_stop,1,,Reference Layer Stop,,0,,,,Ending depth cell used for water reference layer,ENG,Engineering
655,false_target_threshold,counts,,False Target Threshold,,0,,,,Threshold value used to reject data received from false targets- usually fish. 255 disables.,ENG,Engineering
656,low_latency_trigger,1,,Low Latency Trigger,,0,,,,Whether to enable low latency trigger. Default is 0 (not enabled),ENG,Engineering
657,transmit_lag_distance,cm,,Transmit Lag Distance,,0,,,,Distance between pulse repetitions.,ENG,Engineering
658,cpu_board_serial_number,1,,CPU Board Serial Number,,0,,,,Serial number of the CPU board,ENG,Engineering
659,system_bandwidth,1,,System Bandwidth,,0,,,,Sets profiling mode bandwidth (sampling) rate from wide (0) to narrow (1). Default is 0.,ENG,Engineering
660,system_power,1,,System Power,,0,,,,Allows transmit power to be set low (1) to high (255).,ENG,Engineering
662,beam_angle,degrees,,Beam Angle,,0,,,,Transducer head beam angle.,ENG,Engineering
663,variable_leader_id,1,,Variable Leader ID,,0,,,,Variable leader packet id,ENG,Engineering
664,ensemble_number,1,,Ensemble Number,,0,,,,Sequential number of the ensemble to which the data applies,ENG,Engineering
666,ensemble_number_increment,1,,Ensemble Number Increment,,0,,,,Field increments each time the ensemble number rolls over at 65535.,ENG,Engineering
667,bit_result_demod_1,1,,BIT Result- Demod 1,,0,,,,Built-in Test (BIT) functions- DEMOD 1 error,ENG,Engineering
668,bit_result_demod_0,1,,BIT Result- Demod 0,,0,,,,Built-in Test (BIT) functions- DEMOD 0 error,ENG,Engineering
669,bit_result_timing,1,,BIT Result- Timing,,0,,,,Built-in Test (BIT) functions- timing card error,ENG,Engineering
670,speed_of_sound,m s-1,,Speed of Sound,,0,,,,Contains either manual or calculated speed of sound,ENG,Engineering
671,transducer_depth,dm,,Transducer Depth- dm,,0,,,,Contains either the manual or measured depth of transducer below the water surface.,ENG,Engineering
672,heading,cdegrees,,Heading,,0,,,,Contains either the manual or measured heading of the ADCP.,ENG,Engineering
673,pitch,cdegrees,,Pitch,,0,,,,Contains either the manual or measured pitch of the ADCP.,ENG,Engineering
674,roll,cdegrees,,Roll,,0,,,,Contains either the manual or measured roll of the ADCP.,ENG,Engineering
675,salinity,1,,Transducer Salinity,,0,,,,Contains either the manual or measured (calculated from external conductivity sensor) salinity at the transducer face.,ENG,Engineering
676,temperature,cdeg_C,,Transducer Temperature,,0,,,,Contains either the manual or measured temperature at the transducer face.,ENG,Engineering
677,mpt_minutes,min,,MPT- min,,0,,,,Minimum pre-ping wait time (MPT) between ping groups in the ensemble in minutes,ENG,Engineering
678,mpt_seconds,s,,MPT- sec,,6,,,,Minimum pre-ping wait time (MPT) between ping groups in the ensemble in seconds,ENG,Engineering
679,heading_stdev,degrees,,Heading Standard Deviation- degrees,,0,,,,Standard deviation of the heading,ENG,Engineering
680,pitch_stdev,ddegrees,,Pitch Standard Deviation- ddegrees,,0,,,,Standard deviation of the pitch,ENG,Engineering
681,roll_stdev,ddegrees,,Roll Standard Deviation- ddegrees,,0,,,,Standard deviation of the roll,ENG,Engineering
682,adc_transmit_current,counts,,ADC Transmit Current,,0,,,,Contains outputs of the A/D converter located on DSP board. Measures the transmit current.,ENG,Engineering
683,adc_transmit_voltage,counts,,ADC Transmit Voltage,,0,,,,Contains outputs of the A/D converter located on DSP board. Measures the transmit voltage.,ENG,Engineering
684,adc_ambient_temp,counts,,ADC Ambient Temperature,,0,,,,Contains outputs of the A/D converter located on DSP board. Measures the ambient temperature.,ENG,Engineering
685,adc_pressure_plus,counts,,ADC Pressure Plus,,0,,,,Contains outputs of the A/D converter located on DSP board. Measures the pressure+.,ENG,Engineering
686,adc_pressure_minus,counts,,ADC Pressure Minus,,0,,,,Contains outputs of the A/D converter located on DSP board. Measures the pressure-.,ENG,Engineering
687,adc_attitude_temp,counts,,ADC Attitude Temperature,,0,,,,Contains outputs of the A/D converter located on DSP board. Measures the attitude temperature.,ENG,Engineering
688,adc_attitude,counts,,ADC Attitiude,,0,,,,Contains outputs of the A/D converter located on DSP board. Measures the attitude.,ENG,Engineering
689,adc_contamination_sensor,counts,,ADC Contamination Sensor,,0,,,,Contains outputs of the A/D converter located on DSP board. Measures the contamination sensor.,ENG,Engineering
690,bus_error_exception,1,,Bus Error Exception,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
691,address_error_exception,1,,Address Error Exception,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
692,illegal_instruction_exception,1,,Illegal Instruction Exception,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
693,zero_divide_instruction,1,,Zero Divide Instruction,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
694,emulator_exception,1,,Emulator Exception,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
695,unassigned_exception,1,,Unassigned Exception,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
696,watchdog_restart_occurred,1,,Watchdog Restart Occurred,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
697,battery_saver_power,1,,Battery Saver Power,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
698,pinging,1,,Pinging,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
699,cold_wakeup_occurred,1,,Cold Wakeup Occurred,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
700,unknown_wakeup_occurred,1,,Unknown Wakeup Occurred,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
701,clock_read_error,1,,Clock Read Error,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
702,unexpected_alarm,1,,Unexpected Alarm,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
703,clock_jump_forward,1,,Clock Jump Forward,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
704,clock_jump_backward,1,,Clock Jump Backward,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
705,power_fail,1,,Power Fail,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
706,spurious_dsp_interrupt,1,,Spurious DSP Interrupt,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
707,spurious_uart_interrupt,1,,Spurious UART Interrupt,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
708,spurious_clock_interrupt,1,,Spurious Clock Interrupt,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
709,level_7_interrupt,1,,Level 7 Interrupt,,0,,,,number error status words of this type- reset to 0 between each ensemble.,ENG,Engineering
710,pressure,daPa,,Pressure,,0,,,,ADCP pressure sensor value measured in decaPascals.,ENG,Engineering
711,pressure_variance,daPa,,Pressure Variance,,0,,,,ADCP pressure sensor variance.,ENG,Engineering
713,velocity_data_id,1,,Velocity Data ID,,0,,,,"Velocity data packet ID (""00 01"")",ENG,Engineering
714,water_velocity_east,mm s-1,,Eastward Seawater Velocity,eastward_sea_water_velocity,0,,,VELPROF-VLE,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the eastward seawater velocity component. Units: mm s-1,L0,Science
715,water_velocity_north,mm s-1,,Northward Seawater Velocity,northward_sea_water_velocity,0,,,VELPROF-VLN,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the northward seawater velocity component. Units: mm s-1,L0,Science
716,water_velocity_up,mm s-1,,Upward Seawater Velocity,upward_sea_water_velocity,0,,,VELPROF-VLU,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the upward seawater velocity component. Units: mm s-1,L0,Science
717,error_velocity,mm s-1,,Error Velocity,error_velocity,0,,,VELPROF-EVL,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the error component. Units: mm s-1,L0,Science
718,correlation_magnitude_id,1,,Correlation Magnitude ID,,0,,,,"Correlation magnitude packet ID (""00 02"")",ENG,Engineering
719,correlation_magnitude_beam1,1,,Correlation Magnitude Beam1,,0,,,,Magnitude of the normalized echo auto-correlation at the lag used for estimating the Doppler phase change. 0 represents bad correlation and 255 represents perfect correlation.,ENG,Engineering
720,correlation_magnitude_beam2,1,,Correlation Magnitude Beam2,,0,,,,Magnitude of the normalized echo auto-correlation at the lag used for estimating the Doppler phase change. 0 represents bad correlation and 255 represents perfect correlation.,ENG,Engineering
721,correlation_magnitude_beam3,1,,Correlation Magnitude Beam3,,0,,,,Magnitude of the normalized echo auto-correlation at the lag used for estimating the Doppler phase change. 0 represents bad correlation and 255 represents perfect correlation.,ENG,Engineering
722,correlation_magnitude_beam4,1,,Correlation Magnitude Beam4,,0,,,,Magnitude of the normalized echo auto-correlation at the lag used for estimating the Doppler phase change. 0 represents bad correlation and 255 represents perfect correlation.,ENG,Engineering
723,echo_intensity_id,1,,Echo Intensity ID,,0,,,,"Echo intensity packet ID (""00 03"")",ENG,Engineering
724,echo_intensity_beam1,counts,,Echo Intensity Beam 1 Measurement,,0,,,ECHOINT-B1,Echo Intensity Measurement is the accoustic return signal that is output directly from the ADCP. This is used to calculate the echo intensity data product. Units: counts,L0,Science
725,echo_intensity_beam2,counts,,Echo Intensity Beam 2 Measurement,,0,,,ECHOINT-B2,Echo Intensity Measurement is the accoustic return signal that is output directly from the ADCP. This is used to calculate the echo intensity data product. Units: counts,L0,Science
726,echo_intensity_beam3,counts,,Echo Intensity Beam 3 Measurement,,0,,,ECHOINT-B3,Echo Intensity Measurement is the accoustic return signal that is output directly from the ADCP. This is used to calculate the echo intensity data product. Units: counts,L0,Science
727,echo_intensity_beam4,counts,,Echo Intensity Beam 4 Measurement,,0,,,ECHOINT-B4,Echo Intensity Measurement is the accoustic return signal that is output directly from the ADCP. This is used to calculate the echo intensity data product. Units: counts,L0,Science
728,percent_good_id,1,,Percent Good ID,,0,,,,"Percent-good packet ID (""00 04"")",ENG,Engineering
729,percent_good_3beam,percent,,Percent Good 3Beam,,0,,,,Percentage of good 3-beam solutions (successful velocity calculations using 3-beams). VELPROF-PCG,AUX,Auxiliary
730,percent_transforms_reject,percent,,Percent Transforms Reject,,0,,,,Percentage of transformations rejected (error velocity that was higher than the WE-command setting),ENG,Engineering
731,percent_bad_beams,percent,,Percent Bad Beams,,0,,,,Percentage of velocity data rejected because not enough beams had good data.,ENG,Engineering
732,percent_good_4beam,percent,,Percent Good 4Beam,,0,,,,Percentage of velocity data collected during ensemble that were calculated with all 4 beams,AUX,Auxiliary
738,sample_period,s,,Sample Period,,3,,,,Sample Period,ENG,Engineering
739,samples_per_burst,counts,,Samples per Burst,,0,,,,Samples Per Burst,ENG,Engineering
741,bin_to_si_conversion,1,,Binary to SI Conversion Factor,,7,,,,Binary to SI Conversion Factor,ENG,Engineering
742,seawater_temperature,deg_C,,Seawater Temperature,sea_water_temperature,4,,,,Seawater temperature near the sensor. Units: degrees Celsius,AUX,Auxiliary
743,checksum,1,,Checksum,,0,,,,Contains a modulo 65535 checksum. Checksum is calculated by summing all bytes in output buffer- excluding checksum.,ENG,Engineering
761,burst_number,1,,Burst Number,,0,,,,Sequential wave burst number,ENG,Engineering
785,ensemble_start_time,seconds since 1900-01-01,,Ensemble Start Time - UTC,,6,,,,Ensemble start time in seconds since Jan 01- 1900.,ENG,Engineering
788,velocity_po_error_flag,1,,Velocity PO Error Flag,,0,,,,Selected velocity componets to be output in PD12 data- dependent on EX settings. Error velocity.,ENG,Engineering
789,velocity_po_up_flag,1,,Velocity PO Up Flag,,0,,,,Selected velocity componets to be output in PD12 data- dependent on EX settings. Upward velocity.,ENG,Engineering
790,velocity_po_north_flag,1,,Velocity PO North Flag,,0,,,,Selected velocity componets to be output in PD12 data- dependent on EX settings. North velocity.,ENG,Engineering
791,velocity_po_east_flag,1,,Velocity PO East Flag,,0,,,,Selected velocity componets to be output in PD12 data- dependent on EX settings. Eastward velocity.,ENG,Engineering
792,subsampling_parameter,1,,Subsampling Parameter,,0,,,,Bin selection for PD12 stat output.  Beginning with the bin specified by the parameter start_bin- every nth bin defined by the subsampling parameter will be outputted until the total number of bins specified by the parameter num_bins have been outputted.,ENG,Engineering
795,fluxgate_calibration_timestamp,seconds since 1900-01-01,,Fluxgate Calibration Timestamp - UTC,,6,,,,Fluxgate calibration date and time stamp in seconds since Jan 01- 1900,ENG,Engineering
796,s_inverse_bx,1,,S Inverse Bx,,4,,,,Active fluxgate S inverse calibration matrices: Bx,ENG,Engineering
797,s_inverse_by,1,,S Inverse By,,4,,,,Active fluxgate S inverse calibration matrices: By,ENG,Engineering
798,s_inverse_bz,1,,S Inverse Bz,,4,,,,Active fluxgate S inverse calibration matrices: Bz,ENG,Engineering
799,s_inverse_err,1,,S Inverse Error,,4,,,,Active fluxgate S inverse calibration matrices: Error,ENG,Engineering
800,coil_offset,1,,Coil Offset,,4,,,,Active fluxgate coil offset calibration matrix.,ENG,Engineering
801,electrical_null,1,,Electrical Null,,4,,,,Active fluxgate electrical null calibration value.,ENG,Engineering
802,tilt_calibration_timestamp,seconds since 1900-01-01,,Tilt Calibration Timestamp - UTC,,6,,,,Tilt calibration date and time  stamp in seconds since Jan 01- 1900,ENG,Engineering
803,roll_up_down,1,,Roll Up Down,,4,,,,Tilt calibration matrices: Up,ENG,Engineering
804,pitch_up_down,1,,Pitch Up Down,,4,,,,Tilt calibration matrices: Down,ENG,Engineering
805,offset_up_down,1,,Offset Up Down,,4,,,,Tilt calibration matrices: Offset,ENG,Engineering
806,tilt_null,1,,Tilt Null,,4,,,,Tilt calibration null value.,ENG,Engineering
807,transducer_frequency,hz,,Transducer Frequency,,0,,,,Transducer head frequency.,ENG,Engineering
808,configuration,1,,Configuration,,0,,,,Transducer configuration.,ENG,Engineering
809,match_layer,1,,Match Layer,,0,,,,Match Layer,ENG,Engineering
811,beam_pattern,1,,Beam Pattern,,0,,,,Are transducer beams convex (1) or concave (0),ENG,Engineering
812,orientation,1,,Orientation,,0,,,,Whether the unit is oriented UP or DOWN.,ENG,Engineering
813,sensors,1,,Sensors,,0,,,,Sensors are installed on the unit,ENG,Engineering
814,pressure_coeff_c3,1,,Pressure Coefficient C3,,6,,,,Pressure sensor coefficients: C3,ENG,Engineering
815,pressure_coeff_c2,1,,Pressure Coefficient C2,,6,,,,Pressure sensor coefficients: C2,ENG,Engineering
816,pressure_coeff_c1,1,,Pressure Coefficient C1,,6,,,,Pressure sensor coefficients: C1,ENG,Engineering
817,pressure_coeff_offset,1,,Pressure Coefficient Offset,,6,,,,Pressure sensor coefficients: Offset,ENG,Engineering
818,temperature_sensor_offset,deg_C,,Temperature Sensor Offset,,6,,,,Temperature sensor offset,ENG,Engineering
819,cpu_firmware,1,,CPU Firmware,,0,,,,CPU board firmware,ENG,Engineering
820,boot_code_required,1,,Boot Code Required,,0,,,,Required boot code,ENG,Engineering
821,boot_code_actual,1,,Boot Code Actual,,0,,,,Installed boot code,ENG,Engineering
822,demod_1_version,1,,Demod 1 Version,,0,,,,DEMOD #1 version,ENG,Engineering
823,demod_1_type,1,,Demod 1 Type,,0,,,,DEMOD #1 type,ENG,Engineering
824,demod_2_version,1,,Demod 2 Version,,0,,,,DEMOD #2 version,ENG,Engineering
825,demod_2_type,1,,Demod 2 Type,,0,,,,DEMOD #2 type,ENG,Engineering
826,power_timing_version,1,,Power Timing Version,,0,,,,PWRTMNG version,ENG,Engineering
827,power_timing_type,1,,Power Timing Type,,0,,,,PWRTMNG type,ENG,Engineering
828,board_serial_numbers,1,,Board Serial Numbers,,0,,,,Board serial number data,ENG,Engineering
829,date_time_array,1,,Date Time Array,,0,,,,Array of date and time values returned by instrument in response to RC command,ENG,Engineering
831,battery_voltage_mv,mV,,Battery Voltage,,0,,,,Instrument battery voltage returned in mV,ENG,Engineering
832,identification_string,1,,Identification String,,0,,,,Instrument identification string.,ENG,Engineering
835,oxy_calphase,counts,,Oxygen Optode Calibrated Phase,,0,,,DOCONCS-PHASE,Oxygen Optode Calibrated Phase is used for calculating O2 concentration from the the DOSTA instrument class. The L0 product is in counts and the parameter in volts is obtained by dividing this by 13107.,L0,Science
836,oxy_temp,counts,,Oxygen Optode Temperature,,0,,,DOCONCS-TEMP,Oxygen Optode Temperature is used for calculating O2 concentration from the DOSTA instrument class. The L0 product is in counts and the parameter in volts is obtained by dividing this by 13107.,L0,Science
837,sensor_id,1,,Sensor ID,,,,,,The OOI Level 1 (L1) Low Frequency Acoustic Pressure Waves core data product (HYDAPLF)- using data from the Low Frequency Hydrophone (HYDLF) instruments.,ENG,Engineering
838,time_sync_flag,1,,Time Sync Flag,,0,,,,The OOI Level 1 (L1) Low Frequency Acoustic Pressure Waves core data product (HYDAPLF)- using data from the Low Frequency Hydrophone (HYDLF) instruments.,ENG,Engineering
839,lily_x_tilt,urad,,High-Resolution X-Tilt,,,,,BOTTILT-XTLT,"Seafloor High-Resolution Tilt measurements are very precise measurements of seafloor tilt- measured in micro-radians. This high resolution enables the measurement of the ""tilting"" of the seafloor as it deforms in response to uplifting mantle at the summit of Axial Volcano. X-tilt is the magnitude of tilt since the last re-leveling of the sensor and is output by the High-resolution Tiltmeter (LILY) on board the BOTPT instrument. Positive X-tilt means the positive x-axis is in the direction of downward tilt. Units: microradians",L0,Science
